656.6008260;4206.4423400;-1.9345915;657.4620000;4206.9300000;-2.1117600;657.0707570;4207.3182800;-2.9419158;45;8.55E-12;1;AlhamaDeMurciaF_0
646.0041310;4197.9639500;-1.9245251;646.0050930;4197.2573600;-1.2113188;646.7248540;4197.9593600;-1.2253655;45;9.48E-12;1;AlhamaDeMurciaF_0
637.5182690;4191.5097300;-4.6856044;637.9322780;4192.3197000;-5.1039100;637.1556820;4191.8693200;-5.5466102;43.7367;1.40E-11;1;AlhamaDeMurciaF_0
638.2504170;4190.7895800;-2.9669718;638.7173200;4191.6084100;-3.3643920;637.8844480;4191.1495600;-3.8263828;44.3534;1.21E-11;1;AlhamaDeMurciaF_0
639.0832380;4191.2049400;-2.4812497;638.7173200;4191.6084100;-3.3643920;638.2504170;4190.7895800;-2.9669718;44.6826;1.11E-11;1;AlhamaDeMurciaF_0
639.0710000;4189.9800000;-1.3338500;639.7477350;4190.7230100;-1.3072517;638.6276060;4190.4103900;-2.1210852;45;1.01E-11;1;AlhamaDeMurciaF_0
642.4762230;4194.3824200;-1.9335889;642.4863600;4193.6674700;-1.2254331;643.1755290;4194.3994900;-1.2115181;45;9.79E-12;1;AlhamaDeMurciaF_0
637.5638230;4192.6850400;-5.9631516;636.7897050;4192.2293200;-6.4060035;637.1556820;4191.8693200;-5.5466102;43.4355;1.49E-11;1;AlhamaDeMurciaF_0
639.7477350;4190.7230100;-1.3072517;639.0832380;4191.2049400;-2.4812497;638.6276060;4190.4103900;-2.1210852;45;1.01E-11;1;AlhamaDeMurciaF_0
637.6015230;4193.8546800;-7.2422020;636.8282570;4193.4007100;-7.6812455;637.1959250;4193.0432000;-6.8245407;43.4675;1.48E-11;1;AlhamaDeMurciaF_0
640.4132610;4192.1826400;-1.9854929;639.7519500;4191.4554300;-1.9885233;640.4258000;4191.4652100;-1.2813006;45;1.00E-11;1;AlhamaDeMurciaF_0
636.0620550;4192.9399500;-8.1304702;636.4626740;4193.7626800;-8.5393399;635.6994250;4193.2995800;-8.9914397;42.5335;1.77E-11;1;AlhamaDeMurciaF_0
635.7279090;4194.4855100;-10.2537183;634.9629640;4194.0290500;-10.7042670;635.3309690;4193.6600300;-9.8495531;41.9288;1.95E-11;1;AlhamaDeMurciaF_0
642.4863600;4193.6674700;-1.2254331;641.7931630;4193.6443600;-1.9538692;641.7989800;4192.9338400;-1.2432514;45;9.85E-12;1;AlhamaDeMurciaF_0
634.9973280;4195.2654100;-11.9883795;634.2157470;4194.7602500;-12.4116663;634.5908480;4194.3901500;-11.5605474;41.3199;2.14E-11;1;AlhamaDeMurciaF_0
634.5818000;4195.6382600;-12.8595838;633.8327990;4195.1402000;-13.2549360;634.2157470;4194.7602500;-12.4116663;40.9976;2.24E-11;1;AlhamaDeMurciaF_0
643.8681850;4195.8356100;-1.9131852;643.1691880;4195.1119100;-1.9202121;643.8736070;4195.1231100;-1.2031425;45;9.71E-12;1;AlhamaDeMurciaF_0
634.1158960;4196.2732000;-14.0595740;633.4430000;4195.5300000;-14.0905000;633.8327990;4195.1402000;-13.2549360;40.6575;2.34E-11;1;AlhamaDeMurciaF_0
644.5738640;4196.5514600;-1.9079413;643.8681850;4195.8356100;-1.9131852;644.5796540;4195.8389800;-1.2004903;45;9.65E-12;1;AlhamaDeMurciaF_0
646.0050930;4197.2573600;-1.2113188;645.2853750;4197.2609100;-1.9154713;645.2883920;4196.5522200;-1.2029696;45;9.54E-12;1;AlhamaDeMurciaF_0
645.3036370;4197.9482700;-2.6458098;645.2853750;4197.2609100;-1.9154713;646.0041310;4197.9639500;-1.9245251;45;9.54E-12;1;AlhamaDeMurciaF_0
646.7275120;4198.6623500;-1.9441119;646.0041310;4197.9639500;-1.9245251;646.7248540;4197.9593600;-1.2253655;45;9.46E-12;1;AlhamaDeMurciaF_0
641.0770860;4203.4916500;-13.9800925;641.7671320;4203.5162800;-13.2527674;641.7954210;4204.1915800;-13.9955555;45;9.89E-12;1;AlhamaDeMurciaF_0
650.4453580;4202.7503200;-2.8337836;650.4138980;4202.0797800;-2.0885617;651.1416500;4202.7716000;-2.1099767;45;9.10E-12;1;AlhamaDeMurciaF_0
651.8656900;4202.7629900;-1.4115360;651.1416500;4202.7716000;-2.1099767;651.1290080;4202.0792900;-1.3823314;45;9.04E-12;1;AlhamaDeMurciaF_0
655.0018430;4208.1955400;-5.7513704;655.5429710;4208.8231200;-6.3015657;654.6295300;4208.5649800;-6.5993679;45;8.72E-12;1;AlhamaDeMurciaF_0
654.1545480;4204.7181100;-1.5821950;653.3719840;4204.8148800;-2.2038817;653.3737850;4204.0888900;-1.5080992;45;8.84E-12;1;AlhamaDeMurciaF_0
